text,label,dialect,type
نعم صامدون مستمرون ثابتون وللمواد مقاطعون إلى آجل غير مسمى آنا مواطن مغربي من المداويخ بغيت حقي من ترواث البلاد والفوسفاط ماشي قفة الذل,0,standard,positive
اللهم ارزقنا إجابة الدعاء وصلاح الأبناء وبركة العطاء اللهم اكتب لنا محو الذنوب وستر العيوب ولين القلوب وتفريج الهموم وتيسير الأمور اللهم امين,0,standard,positive
في الليلة الظلماء يفتقد البدر لقائلها على السلامة خويا أنس,0,standard,positive
ضعيهم في سلة مهملاتك,0,standard,neutral
تصبحون على ما تستحقون,1,dialectal,positive
وقد قيل من سقطت كلفته دامت ألفته ، ومن خفت مؤنته دامت مودته مع تحياتي,0,standard,positive
راه غا كايعلمهم أهم درس فالحياة,1,dialectal,neutral
وزير التربية الوطنية يعول على الأساتذة لتقليص زمن الهدر المدرسي,0,standard,neutral
كتعجبني بحال هادي المبادرات,1,dialectal,positive
البيت الأبيض يوصي برفض قرار ضد دعم السعودية,0,standard,neutral
يجب ان تصبح عادة و غ نبقاو متبعينها اختي عائشة الى ان تصبح عبادة حنا المغاربة معروف علينا نقدسو بحال هاد المسائل,1,dialectal,neutral
من عاشر البدر صعب ترضيه النجوم,0,standard,mixed
سقاني صوتك البارح مرار الجرح والترحال,0,standard,positive
مبروك لمصر اللقب قبل أن تلعب البطولة يستاهلوا إخواننا المصريين,1,dialectal,positive
مشاكل الله يصاوب و صافي,1,dialectal,mixed
مبرووك لكن لنا عودة و اللي يستحق يفوز نهنؤه,1,dialectal,positive
روعة الكلام والمنطق الابداعي,0,standard,positive
رسميا إقالة خورخي سامباولي من تدريب منتخب كما كان متوقعا,0,standard,neutral
كرسي واعر,1,dialectal,positive
و باش يكمل هاد الصباح نسمعو لفيروز,1,dialectal,positive
كونوا على يقين أن اليد الممتدة إلى السماء لاتعود فارغة أبدا,0,standard,positive
لاتتخذ قرارا وأنت غاضب ولا تقدم وعدا وانت في قمة الفرح,0,standard,positive
اللهم إنا نسألك عيشة نقية,0,standard,positive
هذا غير حلم واحد من بين احلام كثيرة,1,dialectal,neutral
ربما كتب الله لك نصيبا أفضل,0,standard,positive
الحمدالله ياربي علي كلشي,1,dialectal,positive
نشاط اليوم الأول لرحلة الكناري,0,standard,neutral
قالو مع الوقت تنساه ، ومرت سنه ما غاب عن بالي,0,standard,negative
الذكاء الاصطناعي يغزو عالم السيارات اطمئنان قيادة ويسر وأمان,0,standard,positive
محظوظين جدا جمهور السيتي بهذا المدرب,0,standard,positive
بغيت نمشي نفطر حدا البحر,1,dialectal,neutral
هذه هي الحياة شئت أم أبيت لن تتعافى دون أن تتألم ولن تتعلم دون أن تخطيء ولن تنجح دون أن تفقد,0,standard,neutral
بحالنا بحالكم,1,dialectal,neutral
ايواا هادي خبار زينه,1,dialectal,positive
صباحكم مبروك زوينين,1,dialectal,positive
أحيانا مواقف تتطلب منها القوة للدفاع عن نفسها,0,standard,neutral
الله يرحمه ويسكنه فسيح جناته,0,standard,positive
انا كانبغي كيما نتعامل معاك تعامل معايا,1,dialectal,positive
مؤامره معروفه ضد الشرفاء في هذا البلد,0,standard,negative
عيد سعيد,0,standard,positive
واااضح وضوح الشمس,0,standard,positive
ربما في هذه المباريات,0,standard,neutral
اعترف من اين لك هذا,1,dialectal,neutral
اصعب شعور والله الحزن و الندم,0,standard,negative
مكرهتش ولكن الظروف لا تسمح,1,dialectal,negative
أختي حبيبتي نسرين أحبك وسأبقى أحبك إلى الأبد قولو ليها بصحة البيسيكليت,1,dialectal,positive
صباح الخير والتفائل,0,standard,positive
تا انا كتعجبيني ا سعاد ه — اليوم العالمي للاعجاب,1,dialectal,positive
كيف الحال و الأحوال,0,standard,neutral
سافري و لكن بذكائك,0,standard,positive
شخص آخر,0,standard,neutral
ربي كبير الحمد لله على كل حال,1,dialectal,positive
مكانهم بالجحيم,0,standard,negative
انا معنديش مشكل فالتعريف بهاد النوع ديال المبادرات بدون قراءة النوايا غي ميكونش التغليط,1,dialectal,positive
هي الحياة هكذا,0,standard,neutral
الله يحسن اليك اخي الفاضل,0,standard,positive
اللهم أجرني من موت الغفله ولا تأخذني من الدنيا إلا وأنت راض عني يارب العالمين,0,standard,positive
يبان لي الشرطي ما حرك شفتيه عاودي الفيديو,1,dialectal,neutral
لنا و لكم سيدي الكريم,0,standard,positive
جيل منحوس ياختي,1,dialectal,negative
لا يستطيع أحد أن يحرس عزلته إذا لم يعرف كيف يكون بغيضا,0,standard,neutral
كيف بدا شكل شبكة الإنترنت العالمية قبل عاما,0,standard,neutral
المسيح عليه السلام كان ينشر العبادة بدون شرك بالله,0,standard,positive
ظلم هذا,1,dialectal,negative
للاسف هؤلاء القوم لا يريدون ان يتعظوا,0,standard,negative
حظا موفقا,0,standard,positive
أتركها تأتي كما كتبها الله لك لعلها تأتي كما تمناها قلبك,0,standard,positive
حتى انا مهضرتش على الجودة بل للعكس ذميتها,1,dialectal,negative
ابدا قلت لك نت على راسي و عيني ولد بلادي و نعتز بيك,1,dialectal,positive
يسلم عليك الخير,0,standard,positive
ممتاز,0,standard,positive
البرنامج فاشل جدا,0,standard,negative
اللهم إنك تعلم عيوبنا فاسترها وتعلم حاجاتنا فاقضها كفى بك وليا وكفى بك نصيرا,0,standard,positive
و تعليق أكثر من رائع,0,standard,positive
امين يارب العالمين غاليتي يحفظ لك لعزاز على قلبك يا رب,1,dialectal,positive
ربما لها مصداقية على صباح الخير و السلام عليكم,0,standard,positive
كيف تشعر كونك أكثر ألماني محبوب في إنجلترا,0,standard,positive
ثلاثة أسابيع كافية ليخرج الرئيس ويتحدث عن عدد من الإجراءات لحركة الاحتجاج أما نخن في المغرب عدد السينيين ونحن نحتج ولم يسمعنا أحد زيادة على عدد كبير من الزيادات الصاروخية في الأسعار,0,standard,negative
صباح الخير عليكم,0,standard,positive
اعتذر لنفسي على سوء اختياري لبعض البشر,0,standard,mixed
من المؤسف حقا أن تبحت عن الصدق في عصر الخيانة,0,standard,negative
كل عمل المحبوب محمود,0,standard,positive
من نتائج انتصار العثماني إعلاميا على الدارجة حسمه دعم كل برلمان البيجيدي حتى قبل انعقاده,0,standard,neutral
الله يكثر من مثالو,1,dialectal,positive
حافلة المستقبل مليئة بالمفاجآت,0,standard,neutral
آمييين يا رب,0,standard,positive
ما تفعله قناة الجزيرة هو إعلان حرب على مصر و لا يمكن السكوت عليه,0,standard,negative
بلا ماتمشي غادي إنوص غالصداع الحجر غادي إنوض عاوتاني,1,dialectal,negative
لا تعرف السبب بعد,0,standard,neutral
أن أرى كل بلاد العرب يدا واحدة,0,standard,positive
دائما هناك فرح مختبيء ينتظر إستغفارا ليظهر,0,standard,positive
المذيعة ترفع ورقة امام الضيف ليقرأ منها اعلام العار,0,standard,negative
كل عام وانتم بخير,0,standard,positive
من المؤلم أن يؤلمك من تخشى عليه من الألم,0,standard,negative
حنا كانعتابروهم خوتنا و احبابنا و لكن هم قليلي الأصل المنافيقين لا يعترفون بالجميل,1,dialectal,mixed
أصبحنا وأصبح الملك لله والحمدلله لاإله إلا الله وحده لاشريك له,0,standard,positive
